City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Conditions
224,Honiara,SB,-9.4333,159.95,77.32,86,100,12.82,light rain
225,Wajir,KE,1.7471,40.0573,73.4,73,0,4.61,clear sky
226,Pangnirtung,CA,66.1451,-65.7125,-31.47,76,14,2.37,few clouds
227,Zaysan,KZ,47.4667,84.8667,18.27,94,100,1.79,snow
228,Chapais,CA,49.7834,-74.8492,14.0,92,90,6.91,overcast clouds
229,Raudeberg,NO,61.9875,5.1352,28.99,93,89,6.64,overcast clouds
230,Zhigansk,RU,66.7697,123.3711,-43.02,78,52,6.4,broken clouds
231,Kannauj,IN,27.0546,79.922,66.79,35,0,4.79,clear sky
232,Pitimbu,BR,-7.4706,-34.8086,78.8,78,20,6.91,few clouds
233,Coquimbo,CL,-29.9533,-71.3436,57.2,94,0,6.91,clear sky
234,Iqaluit,CA,63.7506,-68.5145,-20.2,76,20,4.61,few clouds
235,Huarmey,PE,-10.0681,-78.1522,69.4,82,98,6.13,overcast clouds
236,Puerto Escondido,MX,15.85,-97.0667,76.98,58,0,6.4,clear sky
237,Guerrero Negro,MX,27.9769,-114.0611,62.04,68,100,6.08,overcast clouds
238,Aktau,KZ,43.65,51.2,39.2,81,0,15.66,clear sky
239,Sioux Lookout,CA,50.1001,-91.917,19.4,86,90,2.3,light snow
240,Port Blair,IN,11.6667,92.75,82.72,67,0,18.43,clear sky
241,Kuressaare,EE,58.2481,22.5039,32.0,86,0,12.66,clear sky
242,Port-Gentil,GA,-0.7193,8.7815,78.8,94,20,2.3,haze
243,Kaitangata,NZ,-46.2817,169.8464,66.0,82,34,11.01,scattered clouds
244,Prado,BR,-17.3411,-39.2208,74.37,88,83,3.67,broken clouds
245,Palmer,US,42.1584,-72.3287,32.0,86,90,17.27,snow
246,Vestmannaeyjar,IS,63.4427,-20.2734,37.49,79,100,31.7,overcast clouds
247,Mata,PT,40.683,-7.4592,52.0,89,100,5.01,overcast clouds
248,Esso,RU,55.9333,158.7,0.14,85,100,2.06,overcast clouds
249,Chuy,UY,-33.6971,-53.4616,69.66,94,2,4.27,clear sky
250,Shimanovsk,RU,52.0,127.7,-20.36,79,83,9.73,broken clouds
251,Richards Bay,ZA,-28.783,32.0377,70.93,75,100,9.71,overcast clouds
252,Kenai,US,60.5544,-151.2583,8.01,66,1,8.05,clear sky
253,Longyearbyen,SJ,78.2186,15.6401,17.6,79,90,11.5,light snow
254,Santa Maria,BR,-29.6842,-53.8069,72.23,86,46,0.72,scattered clouds
255,Kalmunai,LK,7.4167,81.8167,81.64,79,58,14.81,broken clouds
256,Waipawa,NZ,-41.4122,175.5153,73.0,72,50,9.22,scattered clouds
257,Soe,ID,-9.8607,124.284,77.29,83,97,9.4,light rain
258,Doctor Arroyo,MX,23.6667,-100.1833,47.03,62,47,6.06,scattered clouds
259,Rorvik,NO,64.8621,11.2373,26.58,94,100,6.89,overcast clouds
260,Japura,ID,-0.3167,102.35,88.09,59,100,4.99,light rain
261,Souillac,MU,-20.5167,57.5167,86.0,70,40,14.97,scattered clouds
262,Portoferraio,IT,42.8115,10.3146,48.0,10,7,5.77,clear sky
263,Mogocha,RU,53.7333,119.7667,-13.43,77,16,3.91,few clouds
264,Sikonge,TZ,-5.6333,32.7667,65.75,93,100,5.82,overcast clouds
265,Airai,TL,-8.9266,125.4092,73.0,77,85,5.5,overcast clouds
266,Bengkulu,ID,-3.8004,102.2655,85.59,64,31,9.28,scattered clouds
267,Boden,SE,65.8252,21.6886,1.4,85,1,3.44,clear sky
268,Severo-Kurilsk,RU,50.6789,156.125,22.21,96,100,21.54,snow
269,East London,ZA,-33.0153,27.9116,64.4,72,20,8.05,light rain
270,Neuquen,AR,-38.9516,-68.0591,57.2,77,0,3.44,clear sky
271,Cherskiy,RU,68.75,161.3,5.05,92,100,6.64,overcast clouds
272,Henties Bay,NA,-22.116,14.2845,66.0,82,55,2.91,broken clouds
273,Turuvekere,IN,13.1642,76.6667,76.71,34,0,11.59,clear sky
274,Nyimba,ZM,-14.5566,30.8149,69.19,94,100,2.51,overcast clouds
275,Lorengau,PG,-2.0226,147.2712,84.83,74,81,15.9,broken clouds
276,Qena,EG,26.1615,32.7183,50.0,66,0,3.44,clear sky
277,Pyay,MM,18.8167,95.2167,84.6,17,19,3.78,few clouds
278,Rocha,UY,-34.4833,-54.3333,67.5,95,1,3.2,clear sky
279,Chernitsyno,RU,51.5074,36.051,19.99,93,0,11.18,clear sky
280,Tagusao,PH,9.1924,117.8141,81.73,76,98,11.03,overcast clouds
281,Kokopo,PG,-4.352,152.2633,83.03,79,97,15.39,light rain
282,Hualmay,PE,-11.0964,-77.6139,69.03,83,84,3.94,broken clouds
283,Kamenka,RU,51.3223,42.7678,37.0,95,100,9.51,overcast clouds
284,San Jose,US,37.3394,-121.895,59.0,67,75,10.36,broken clouds
285,Sainte-Martine,CA,45.2501,-73.7992,19.4,79,100,5.75,overcast clouds
286,Tulum,MX,20.2167,-87.4667,68.0,82,0,7.0,clear sky
287,Vilhena,BR,-12.7406,-60.1458,69.66,93,95,1.36,light rain
288,Aklavik,CA,68.2191,-135.0107,-13.0,77,100,6.91,overcast clouds
289,Kathmandu,NP,27.7167,85.3167,60.8,44,20,2.3,haze
290,Cockburn Town,TC,21.4612,-71.1419,78.28,82,33,13.69,scattered clouds
291,Mbarara,UG,-0.608,30.65,64.85,77,73,1.5,broken clouds
292,Disraeli,CA,45.9001,-71.3491,23.0,84,100,3.0,overcast clouds
293,Hirara,JP,24.8,125.2833,68.0,73,75,17.27,broken clouds
294,Altamira,BR,-3.2033,-52.2064,71.91,98,43,2.73,scattered clouds
295,Bathsheba,BB,13.2167,-59.5167,77.0,69,20,24.16,few clouds
296,Tolmachevo,RU,54.9824,82.7363,1.4,66,0,6.71,clear sky
297,Teahupoo,PF,-17.8333,-149.2667,82.4,69,40,3.44,scattered clouds
298,Saint-Joseph,RE,-21.3667,55.6167,87.01,66,75,3.44,broken clouds
299,Vila Franca Do Campo,PT,37.7167,-25.4333,57.0,94,40,21.85,scattered clouds
300,Arani,IN,12.6667,79.2833,80.82,56,1,9.35,clear sky
301,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.28,85,94,16.31,overcast clouds
302,Rawson,AR,-43.3002,-65.1023,72.18,34,83,19.51,broken clouds
303,Yanam,IN,16.7333,82.2167,80.6,65,20,6.91,haze
304,Minot,US,48.2325,-101.2963,28.0,93,1,3.44,clear sky
305,Port Lincoln,AU,-34.7333,135.8667,66.56,56,25,14.79,scattered clouds
306,Soyo,AO,-6.1349,12.3689,78.39,87,100,5.41,moderate rain
307,Naberera,TZ,-4.2,36.9333,63.86,83,5,1.5,clear sky
308,Byron Bay,AU,-28.65,153.6167,73.4,94,90,8.05,light rain
309,Ridgecrest,US,35.6225,-117.6709,50.0,46,75,9.22,broken clouds
310,North Platte,US,41.1239,-100.7654,28.4,86,1,5.75,clear sky
311,Asau,RO,46.4333,26.4,30.0,70,60,1.83,broken clouds
312,Palm Coast,US,29.585,-81.2078,45.0,61,90,11.5,overcast clouds
313,Haapiti,PF,-17.5667,-149.8667,82.4,69,40,3.44,scattered clouds
314,Wukari,NG,7.85,9.7833,73.02,28,1,0.85,clear sky
315,Omboue,GA,-1.5746,9.2618,76.28,91,99,8.88,light rain
316,Bethel,US,41.3712,-73.414,30.99,93,90,11.5,light snow
317,Joensuu,FI,62.6012,29.7632,3.2,85,90,2.3,light snow
318,Celendin,PE,-6.8703,-78.1517,52.57,88,93,2.91,overcast clouds
319,Elk Plain,US,47.0532,-122.3976,48.2,87,90,5.75,light intensity drizzle
320,Manali,IN,13.1667,80.2667,82.4,65,40,8.05,haze
321,Donskoye,RU,45.4552,41.9741,41.0,56,0,6.71,clear sky
322,Fort-Shevchenko,KZ,44.5086,50.263,44.35,82,67,20.31,broken clouds
323,Zhanjiang,CN,21.2815,110.3427,77.72,46,0,9.17,clear sky
324,Dudinka,RU,69.4058,86.1778,-12.21,86,88,10.47,overcast clouds
325,Fallon,US,39.4735,-118.7774,44.6,53,40,5.75,scattered clouds
326,Tommot,RU,58.9564,126.2925,-26.77,79,100,11.95,overcast clouds
327,Itarema,BR,-2.9248,-39.9167,77.81,82,91,12.73,overcast clouds
328,Karwar,IN,14.8,74.1333,84.16,42,0,6.49,clear sky
329,Ulaangom,MN,49.9811,92.0667,-5.85,89,54,2.39,broken clouds
330,Springdale,US,36.1867,-94.1288,30.2,86,1,2.89,clear sky
331,Batemans Bay,AU,-35.7167,150.1833,73.0,63,22,5.99,few clouds
332,Bilibino,RU,68.0546,166.4372,-1.44,86,100,9.06,overcast clouds
333,Green River,US,41.5286,-109.4662,26.6,63,90,3.44,overcast clouds
334,Pingliang,CN,35.5392,106.6861,42.15,49,0,2.86,clear sky
335,Helong,CN,42.5397,128.9972,4.24,75,77,15.17,broken clouds
336,Gweta,BW,-20.1833,25.2333,72.09,83,100,9.82,light rain
337,Padang,ID,-0.9492,100.3543,87.8,70,20,5.75,few clouds
338,Gigmoto,PH,13.7796,124.39,81.54,74,61,14.85,broken clouds
